path,class_name,class_num
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/65.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/56.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/6.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/5.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/34.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/51.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/63.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/74.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/11.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/15.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/14.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/48.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/41.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/47.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/22.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/28.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/23.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/31.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/8.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/59.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/24.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/2.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/52.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/69.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/12.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/78.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/81.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/40.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/82.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/10.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/61.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/62.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/44.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/68.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/45.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/4.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/50.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/19.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/77.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/66.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/83.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/35.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/20.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/54.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/36.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/17.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/39.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/58.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/38.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/广汽埃安/AION Y/37.jpg,AION Y,3
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/148.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/246.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/236.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/101.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/187.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/167.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/5.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/226.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/97.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/65.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/190.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/19.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/58.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/88.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/240.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/214.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/255.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/208.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/46.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/2.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/139.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/183.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/212.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/184.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/116.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/238.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/87.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/26.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/35.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/92.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/153.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/84.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/96.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/182.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/198.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/51.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/55.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/262.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/12.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/113.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/91.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/145.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/109.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/237.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/130.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/200.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/210.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/164.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/250.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/221.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/41.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/49.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/125.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/53.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/180.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/6.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/24.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/75.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/56.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/115.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/71.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/146.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/185.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/207.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/234.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/158.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/227.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/98.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/137.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/72.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/102.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/21.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/161.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/68.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/93.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/222.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/37.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/83.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/201.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/42.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/191.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/205.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/261.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/100.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/64.jpg,AMG GT,4
/home/yuxc/bishe/hlx/HomeCars2/奔驰/AMG GT/7.jpg,AMG GT,4
